,user_name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,location,default_profile,profile_image_url,profile_background_image_url_https,profile_background_image_url,utc_offset,description,label
4510,Gavin Hardy,gavphotography,13249,1121,1359,12235,45,"Deal, Kent",FALSE,http://pbs.twimg.com/profile_images/695529834987044864/F0uHjSon_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000172157946/uUGCdHn4.jpeg,http://pbs.twimg.com/profile_background_images/378800000172157946/uUGCdHn4.jpeg,3600,Photographer. NFL. Basketball. Weddings. UK. Instagram @gavphoto77,genuine
4511,Ghie Caballa,gcaballa,702,159,496,391,4,14Â° 35'N 121Â° 0' E  ,TRUE,http://pbs.twimg.com/profile_images/613096703676133377/uzWbx_8g_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,28800,"Life lover, traveler, nerd and dreamer. Moving along one step at a time.",genuine
4512,Grace Berry,geberry_,8073,442,416,7831,0,memphis ,FALSE,http://pbs.twimg.com/profile_images/852017928190828544/F3aW3R5w_normal.jpg,https://pbs.twimg.com/profile_background_images/360884969/Picnik_collage.jpg,http://pbs.twimg.com/profile_background_images/360884969/Picnik_collage.jpg,-21600,im that ghetto gorgeous gangsta girl,genuine
4516,georgie,georgieeoneil,14724,773,372,9262,1,jersey,FALSE,http://pbs.twimg.com/profile_images/851353347248599041/a8WWUCzp_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000101133907/5f80574bc1d1be412df90e56999cef2c.jpeg,http://pbs.twimg.com/profile_background_images/378800000101133907/5f80574bc1d1be412df90e56999cef2c.jpeg,7200,18 â¨ sc: georgieeoneil,genuine
4517,geo,georiveraaa,7797,573,444,11542,1,oxnard,FALSE,http://pbs.twimg.com/profile_images/852069560836472832/jh58qCpO_normal.jpg,https://pbs.twimg.com/profile_background_images/438507529/x7f94968f842d7b62d02d776b6b3efea.jpg,http://pbs.twimg.com/profile_background_images/438507529/x7f94968f842d7b62d02d776b6b3efea.jpg,32400,sabrina | emanon | boyz n motion,genuine
4520,zack freitas,getthebozack,187,123,133,32,6,bay area,FALSE,http://pbs.twimg.com/profile_images/446942690496638976/q7ejI9aC_normal.jpeg,https://pbs.twimg.com/profile_background_images/635167847/qihvn7kfeafwm2rhwjpq.jpeg,http://pbs.twimg.com/profile_background_images/635167847/qihvn7kfeafwm2rhwjpq.jpeg,-25200,i make great job,genuine
4522,Giannis,giannis,18648,434,134,57,0,"Paphos, Cyprus",FALSE,http://pbs.twimg.com/profile_images/3051112985/e096815e67f826f3ddc6c9d1cef5666c_normal.jpeg,https://abs.twimg.com/images/themes/theme6/bg.gif,http://abs.twimg.com/images/themes/theme6/bg.gif,10800,Cypriot technophile with a huge car fetish. I talk cars and I'm not afraid to admit it.,genuine
4523,Mary G â,giannprincesa,35964,422,978,904,10,"ÃT: 10.32604,123.887962",FALSE,http://pbs.twimg.com/profile_images/465713155381788672/OTi6iAsF_normal.jpeg,https://pbs.twimg.com/profile_background_images/181597609/ano.jpg,http://pbs.twimg.com/profile_background_images/181597609/ano.jpg,-28800,"A true blue Cebuana.
Born for the fast life.
Calm on the outside, crazy on the inside.

YOUR JUDGEMENT is IRRELEVANT.

ÏÏÏÏ â La Princesa",genuine
4526,Dewayne Berkeley,gigilho,2260,148,191,13,4,Trinidad,FALSE,http://pbs.twimg.com/profile_images/3080366390/c2a03d9bbe78b013aaef3a71d82c5765_normal.jpeg,https://pbs.twimg.com/profile_background_images/331588064/bg.png,http://pbs.twimg.com/profile_background_images/331588064/bg.png,-18000,We are what we believe we are - C.S. Lewis,genuine
4529,MISTY,girlbelieber201,182,178,209,82,0,berhampore,FALSE,http://pbs.twimg.com/profile_images/588286234050498560/HRSNeFWx_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,I AM A LOVE EXPERT HI HI,genuine
4531,Gloria Angelique,glo_angelique,212,40,41,767,5,Dallas-ish ,FALSE,http://pbs.twimg.com/profile_images/695086083533443072/TvoRYjjn_normal.jpg,https://abs.twimg.com/images/themes/theme14/bg.gif,http://abs.twimg.com/images/themes/theme14/bg.gif,-14400,"CS student, bachatera, occasional artist, business geek and movie lover.",genuine
4532,V. O'Reilly-Ramesar,globewriter,26187,1298,1773,1564,80,"Toronto, Canada/Trinidad",FALSE,http://pbs.twimg.com/profile_images/558371655802568704/pXaDku6a_normal.jpeg,https://pbs.twimg.com/profile_background_images/163246175/0fbef096-d988-44eb-be39-f16f601e939d.jpg,http://pbs.twimg.com/profile_background_images/163246175/0fbef096-d988-44eb-be39-f16f601e939d.jpg,-18000,"TV interviewer, Head of Current Affairs ,travel writer, journalist . Cynic.
Some drink deeply from the river of knowledge. Others only gargle. ~Woody Allen",genuine
4534,Jeanne Sutherland,golfjeanne,6383,1528,2620,7190,41,Dallas Texas,FALSE,http://pbs.twimg.com/profile_images/684825440461037568/GTEGAQ77_normal.jpg,https://pbs.twimg.com/profile_background_images/231123105/IMG_0162.jpg,http://pbs.twimg.com/profile_background_images/231123105/IMG_0162.jpg,-18000,I am a PGA Professional and the Woman's Golf Coach at SMU. Born and raised in Iowa and proud of my roots. Texan now and smiling wide!,genuine
4535,David Taylor,gonzoandfitch,2713,176,1016,7,12,Oklahoma,FALSE,http://pbs.twimg.com/profile_images/792577949304172545/xEQKr8Jr_normal.jpg,https://abs.twimg.com/images/themes/theme15/bg.png,http://abs.twimg.com/images/themes/theme15/bg.png,-18000,"David Taylor - Husband, Father of two wonderful boys and baby girl. I'm  a huge sports fan... Detriot Lions, Oklahoma Sooners and Oklahoma City Thunder! Go USA!",genuine
4536,GÑ³à¸zÎ±âÑ³ âà«¯Î±â,gonzzalo_,2947,198,374,57,20,Madrid,FALSE,http://pbs.twimg.com/profile_images/668864640282161153/YPbjIvX3_normal.jpg,https://pbs.twimg.com/profile_background_images/153229723/g-full.gif,http://pbs.twimg.com/profile_background_images/153229723/g-full.gif,7200,"EN-ES Translator â¢ Proofreader â¢ Language Teacher â¢ Thinker â¢ Nonconformist â¢ Always catching up on the latest news. I â¥ tweeting in Spanish, English... â®",genuine
4540,ingrid christine,grats22,1194,86,184,394,1,phillipines,FALSE,http://pbs.twimg.com/profile_images/344513261581206718/ad6c98a00a1b8e0ed111f044eef199b3_normal.jpeg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-28800,me,genuine
4542,Felma E.,grcenvrro,15642,801,665,7060,0,Winterfell,FALSE,http://pbs.twimg.com/profile_images/852330286301851648/z-FtwJW8_normal.jpg,https://pbs.twimg.com/profile_background_images/691504911784128513/ZkZy5RsS.jpg,http://pbs.twimg.com/profile_background_images/691504911784128513/ZkZy5RsS.jpg,28800,un morceau inutile de merde,genuine
4546,grace,grracerose,11197,544,357,12147,3,Bay area,FALSE,http://pbs.twimg.com/profile_images/841816604102942722/xK0bqGru_normal.jpg,https://pbs.twimg.com/profile_background_images/466046931123183616/HrTFoTDV.jpeg,http://pbs.twimg.com/profile_background_images/466046931123183616/HrTFoTDV.jpeg,-25200,question authority,genuine
4550,K,kenchelen,8471,433,87,1817,0,Andromeda,FALSE,http://pbs.twimg.com/profile_images/851368048199999488/4mdaP-5k_normal.jpg,https://pbs.twimg.com/profile_background_images/499205396033048576/2fy2ImzL.jpeg,http://pbs.twimg.com/profile_background_images/499205396033048576/2fy2ImzL.jpeg,-39600,waterbender but I ain't katara,genuine
4553,Jonathan Cox,hackdba,5282,439,1302,3460,45,Oklahoma,FALSE,http://pbs.twimg.com/profile_images/728421070257020929/d92iW0cv_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-18000,"I work for a mid stream energy company in Oklahoma City.  Microsoft SQL, Dynamics GP, and SharePoint are my passions.",genuine
4556,Hammad Khan,hakns,21512,1266,706,2908,40,Pakistan,FALSE,http://pbs.twimg.com/profile_images/847333177857163264/hJFn1ckz_normal.jpg,https://pbs.twimg.com/profile_background_images/543878753919574016/nOB6ciHY.jpeg,http://pbs.twimg.com/profile_background_images/543878753919574016/nOB6ciHY.jpeg,18000,"Graduate Student | Researcher of Applied Geology | @Shashcaism Marketer | Blogger | Peace Seeking | Finicky | Down to Earth | Wanderlust
Instagram/Snap: @hakns1",genuine
4557,halaeta.,halaetademis_,8288,457,302,10746,0,dtx/ethiopia ,FALSE,http://pbs.twimg.com/profile_images/831352254783447041/SJRvdBXm_normal.jpg,https://pbs.twimg.com/profile_background_images/590171049385332736/0e3-7nbL.jpg,http://pbs.twimg.com/profile_background_images/590171049385332736/0e3-7nbL.jpg,-21600,Philip 4:19 #SMU20 sc: halaetademis,genuine
4564,Harrison Piper,harrisonppr,21433,536,449,41963,5,"Utah, USA",TRUE,http://pbs.twimg.com/profile_images/795798601448517633/hm81gIR0_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-18000,Dallas âï¸ Oklahoma State âï¸ SLC,genuine
4565,kaylee hatch,hatch94,11596,450,1862,6043,8,"Idaho, USA",FALSE,http://pbs.twimg.com/profile_images/848078933031493632/4N2n2r5u_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000124749474/7e7fdc4242a0699f1038a8983d55dc76.jpeg,http://pbs.twimg.com/profile_background_images/378800000124749474/7e7fdc4242a0699f1038a8983d55dc76.jpeg,-25200,"22 | I like food, photography, tattoos,and adventure.",genuine
4566,Hailey Matthews,haybay_10,8851,1348,787,3033,1,oklahoma state university,FALSE,http://pbs.twimg.com/profile_images/848684147229032449/68om7Kfs_normal.jpg,https://pbs.twimg.com/profile_background_images/402037257/black-and-white-silk-faux-animal-print.jpg,http://pbs.twimg.com/profile_background_images/402037257/black-and-white-silk-faux-animal-print.jpg,-25200,chase love â¢ chase life â¢ chase Jesus,genuine
4575,Apple Tabudlong,heyaptee,11062,598,450,8225,1,Cebu,FALSE,http://pbs.twimg.com/profile_images/849793000272150528/6MfSpA6L_normal.jpg,https://pbs.twimg.com/profile_background_images/685620081/da4e1e1d3e1f9b6065b40b449bc76a21.jpeg,http://pbs.twimg.com/profile_background_images/685620081/da4e1e1d3e1f9b6065b40b449bc76a21.jpeg,28800,IG: heyaptee | Snapchat: heyaptee,genuine
4577,Brittany Kaye,heyyitsnikkiii,28338,506,138,20113,4,CLC || STC || VC,FALSE,http://pbs.twimg.com/profile_images/849638416320937986/hqVlsKWs_normal.jpg,https://pbs.twimg.com/profile_background_images/566239309376671744/mmF9fRpf.jpeg,http://pbs.twimg.com/profile_background_images/566239309376671744/mmF9fRpf.jpeg,28800,"if God is with us, who could be against us? ||scxig: heyyitsnikkiii",genuine
4579,hillary figuracion,hillaryjaneee,21367,1179,455,5257,4,Philippines,FALSE,http://pbs.twimg.com/profile_images/849797945503371264/UvfwwNS9_normal.jpg,https://pbs.twimg.com/profile_background_images/622531219083800576/lNHf208n.png,http://pbs.twimg.com/profile_background_images/622531219083800576/lNHf208n.png,28800,Matthew 19:26 & Philippians 4:13 // NEOCATECHUMENAL WAY,genuine
4581,thot threat,hipstersandwich,19256,512,436,69721,50,en lÃ­nea ,FALSE,http://pbs.twimg.com/profile_images/809445312809107456/rGEs0A1u_normal.jpg,https://pbs.twimg.com/profile_background_images/344918034408620791/e946e66773bafa938714d8cd4756211d.jpeg,http://pbs.twimg.com/profile_background_images/344918034408620791/e946e66773bafa938714d8cd4756211d.jpeg,-18000,Immmmmmmmmmmmm listeni to speedcore | hey @HebrewMagic,genuine
4583,Himanshu Kalra,hkalra_urs,2859,70,177,36,8,AGRA,FALSE,http://pbs.twimg.com/profile_images/581498689643892736/eCH3NNrF_normal.jpg,https://abs.twimg.com/images/themes/theme9/bg.gif,http://abs.twimg.com/images/themes/theme9/bg.gif,19800,Love to make other people happy and believes in power of words. :) Plz don't play follow and unfollow game with me...,genuine
4584,Kim,poshyos,4490,87,703,870,2,Procrastination Hell,TRUE,http://pbs.twimg.com/profile_images/823359397841793024/Jt0rIWIq_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,"BOIIIII EAT THE SANDWICHHHHH
Icon creds to Sangbitch @ instagram",genuine
4585,Hafiz Muhammad Rana,hmad9rana,23396,1216,2598,29861,48,Pakistan,FALSE,http://pbs.twimg.com/profile_images/564491626630746112/SD_GyfZW_normal.jpeg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,18000,"Madrissa Grown CEO, Lecturer (CA/ACCA/CMA/CIA/CFE), Author, Translator, Own Training Center/Biz, PwC Alumni, Activist-Kashmirs-GAZAs-DALITs-BLACKs-InterFaith",genuine
4588,HolidayHanson,holidayhanson,6044,300,639,2345,15,"Columbia Falls, MT",FALSE,http://pbs.twimg.com/profile_images/759757514527285248/ZAMVJaR9_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-21600,"Amateur hamboner, dad, dad rock, dad lyphe.",genuine
4592,Hritik Harsh,hritikharsh,1599,29,131,27,0,India,FALSE,http://pbs.twimg.com/profile_images/497649102486642688/4TjUpgeb_normal.jpeg,https://pbs.twimg.com/profile_background_images/378800000076888750/0d0b9ded3ede183c30b139fe63bf6d05.jpeg,http://pbs.twimg.com/profile_background_images/378800000076888750/0d0b9ded3ede183c30b139fe63bf6d05.jpeg,19800,"Cricket Lover, Adventurous, Online Freak,",genuine
4595,ilene jumalon,ilenejumalon,6126,1684,98,7883,4,Mandaue City,FALSE,http://pbs.twimg.com/profile_images/824591287605043200/9WY7fDR6_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000055755718/62c390c513e4bf6697adf6bdd222e28f.jpeg,http://pbs.twimg.com/profile_background_images/378800000055755718/62c390c513e4bf6697adf6bdd222e28f.jpeg,-39600,082017. Philippians 4:8.,genuine
4596,â¢huntâ¢,huntaaaaa_D,7768,507,397,10533,2,"Whittier, CA",FALSE,http://pbs.twimg.com/profile_images/847669357903728642/LKPqJaiY_normal.jpg,https://pbs.twimg.com/profile_background_images/615209622/m6lguiepn8hpk4w9zea7.jpeg,http://pbs.twimg.com/profile_background_images/615209622/m6lguiepn8hpk4w9zea7.jpeg,-36000,Bob Ross changed my life. WCVolleyball WAâï¸LA,genuine
4597,Justin Hygate,hygate,9930,1335,2239,3516,41,"Christchurch, New Zealand",FALSE,http://pbs.twimg.com/profile_images/781716346165874688/ac_k__JA_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000080585403/073b9f6941a9eb59f9b49e1add3e45d3.jpeg,http://pbs.twimg.com/profile_background_images/378800000080585403/073b9f6941a9eb59f9b49e1add3e45d3.jpeg,43200,"Justin Hygate an ego the size of a small planet
and serially peripatetic",genuine
4599,ââ¿â ll Coco iiSkYzZ,iBaqqy,4719,218,459,975,7,Muscat,FALSE,http://pbs.twimg.com/profile_images/845689773587124224/JF9hK5ql_normal.jpg,https://pbs.twimg.com/profile_background_images/634943969/yc8ve5ifk9tngvpnohww.jpeg,http://pbs.twimg.com/profile_background_images/634943969/yc8ve5ifk9tngvpnohww.jpeg,14400,"Gamer, Youtuber . loves listening to music. Art makes me happy altho i don't know how to draw :3 ð¾ð§ð¶ () content creator for @cocodrilosgg ()",genuine
4602,âCarlie Salireâ,CarlieSalireMD,19693,471,320,3953,6,Republic of the Philippines,FALSE,http://pbs.twimg.com/profile_images/761630355212251136/CVkhPkbM_normal.jpg,https://pbs.twimg.com/profile_background_images/888798142/a0cb27b4cfdae50258185048056ca88d.jpeg,http://pbs.twimg.com/profile_background_images/888798142/a0cb27b4cfdae50258185048056ca88d.jpeg,-25200,"More than meets the eye.
Medical Student. Nurse. Midwife.",genuine
4603,Ira âï¸,iRavishing03,21263,819,475,42057,6,Cebu City. PH,FALSE,http://pbs.twimg.com/profile_images/793721129160445956/l9djO6KU_normal.jpg,https://pbs.twimg.com/profile_background_images/604658656265707520/iOs7uWQE.jpg,http://pbs.twimg.com/profile_background_images/604658656265707520/iOs7uWQE.jpg,-28800,23. Graecus. Directioner. Basically trying to survive.,genuine
4604,Sanjiv Batra,iSanjivBatra,315,25,177,135,9,London / Hong Kong / Taipei,TRUE,http://pbs.twimg.com/profile_images/648950012781707264/WzJ-5asA_normal.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,3600,"Mobile technology researcher
Cat-whisperer
Worldwide | Always on",genuine
4605,Yvonne Khyle,EVON_OFFICIAL,272,471,1890,1122,3,Philippines,FALSE,http://pbs.twimg.com/profile_images/626032485126639617/FiHGcynS_normal.jpg,https://pbs.twimg.com/profile_background_images/589454045934321666/k6zoVYhb.jpg,http://pbs.twimg.com/profile_background_images/589454045934321666/k6zoVYhb.jpg,-25200,Maja/JamesReid/SunWoong/BTS,genuine
4607,Sohail.,i_sohil,21896,623,151,2926,6,"42,Wallaby way,Sydney. ",FALSE,http://pbs.twimg.com/profile_images/848295961415823360/k_o49oEj_normal.jpg,https://abs.twimg.com/images/themes/theme10/bg.gif,http://abs.twimg.com/images/themes/theme10/bg.gif,7200,Ain't Exist,genuine
4609,Vince ð§,beincent,23154,468,270,4681,8,DVO â CEB ,FALSE,http://pbs.twimg.com/profile_images/845851421379641344/CX1CuH-C_normal.jpg,https://abs.twimg.com/images/themes/theme14/bg.gif,http://abs.twimg.com/images/themes/theme14/bg.gif,28800,"Aside from being a graphic designer, I also listen to music you don't hear on the radio.",genuine
4611,SnapChat: @edzzz16 â,alpha_edz,26915,609,423,2652,4,Davao Region,FALSE,http://pbs.twimg.com/profile_images/846210978635141121/euhGsF1c_normal.jpg,https://pbs.twimg.com/profile_background_images/687529388112412672/O8cS5lBD.jpg,http://pbs.twimg.com/profile_background_images/687529388112412672/O8cS5lBD.jpg,28800,"Didn't have a place for your shits. I work for a cost, not for applause.",genuine
4614,fleurette,iamfleurette,3097,64,549,389,1,Cebu City,FALSE,http://pbs.twimg.com/profile_images/847777361240117248/FggwC_GK_normal.jpg,https://pbs.twimg.com/profile_background_images/707513272/369155de37123daeccae3b0cecc8f33b.jpeg,http://pbs.twimg.com/profile_background_images/707513272/369155de37123daeccae3b0cecc8f33b.jpeg,28800,#GOD #family #friends #arts #nature #adventure #travel #music #helpPWDs #education,genuine
4616,Emily Rose Salgado,iamlyros,694,92,198,84,4,Lucena city,FALSE,http://pbs.twimg.com/profile_images/586531915420733442/MKVDHXv3_normal.jpg,https://pbs.twimg.com/profile_background_images/344918034409730738/75de148ccbae53cc758846e58d831341.jpeg,http://pbs.twimg.com/profile_background_images/344918034409730738/75de148ccbae53cc758846e58d831341.jpeg,28800,chasing dream is fun! :),genuine
4618,John Mark,iamsunstrider,3244,70,96,1434,0,"Laoag City, Ilocos Region",FALSE,http://pbs.twimg.com/profile_images/813771303458963461/z17UqZc__normal.jpg,https://abs.twimg.com/images/themes/theme9/bg.gif,http://abs.twimg.com/images/themes/theme9/bg.gif,28800,beastmode since birth | 97 | aurea mediocritas | future computer engineer ð,genuine
4620,Ibon Ferdous (à¦à¦¬à¦¨),ibon0032,1011,442,833,1370,0,"Dhaka,Bangladesh.",FALSE,http://pbs.twimg.com/profile_images/632809941128974336/z6rjqDsn_normal.jpg,https://pbs.twimg.com/profile_background_images/602554519579336704/DFKNrq8V.jpg,http://pbs.twimg.com/profile_background_images/602554519579336704/DFKNrq8V.jpg,21600,"#Simple, #Rational and #Straightforward.",genuine
4622,Herman Dionson,ichtusknex,1979,181,179,1506,3,Lapu-Lapu City,FALSE,http://pbs.twimg.com/profile_images/795978099724689409/oB-mF59L_normal.jpg,https://abs.twimg.com/images/themes/theme9/bg.gif,http://abs.twimg.com/images/themes/theme9/bg.gif,28800,so where's the next trip?,genuine
4625,ClintMayoFoundation,ihavechappedlip,15706,291,1204,14170,7,"Wichita, KS",TRUE,http://pbs.twimg.com/profile_images/494966493319151616/_0B6OEMY_normal.jpeg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-14400,"I talk too much about sports.
Home of the #ToiletTweet. Not gross though. Originally from Ohio. *All tweets are from an intern",genuine
4626,Adriana Valeriano,dartlev,1578,126,110,588,0,Bay Area,FALSE,http://pbs.twimg.com/profile_images/833187715189399553/y6WhGh0J_normal.jpg,https://pbs.twimg.com/profile_background_images/752269188/5cc544a8ce76c1e3c76548a5610c00af.jpeg,http://pbs.twimg.com/profile_background_images/752269188/5cc544a8ce76c1e3c76548a5610c00af.jpeg,-25200,SMâ¤ï¸,genuine
4629,happy_hansini,rockinggtina,7965,115,33,16230,6,India,TRUE,http://pbs.twimg.com/profile_images/765522668540002304/qphRRIYZ_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,19800,#Indiafirst 24x7x365,genuine
4634,jTOMS ã â,im_vanTOMS,16764,197,175,357,12,Cebu City,FALSE,http://pbs.twimg.com/profile_images/838971751300136960/nYpwmmkb_normal.jpg,https://pbs.twimg.com/profile_background_images/712957279/26753609010786101317ebf6f8dc3e0f.jpeg,http://pbs.twimg.com/profile_background_images/712957279/26753609010786101317ebf6f8dc3e0f.jpeg,28800,5'9.Dreamer.July 17.Charmed.Rakion.Owl City.Sweet.Moody.Sapiosexual.Happy.iMessage: jovan2ndjs@yahoo.com,genuine
4635,josephð¢,_gomezjoseph,18946,406,276,6012,8,Zona,FALSE,http://pbs.twimg.com/profile_images/829356932724977664/achg0pCX_normal.jpg,https://abs.twimg.com/images/themes/theme16/bg.gif,http://abs.twimg.com/images/themes/theme16/bg.gif,-25200,stay frosty,genuine
4636,Imie Cortuna-Mahusay,imiecmahusay,18012,189,302,1665,0,"Cebu City, Philippines",FALSE,http://pbs.twimg.com/profile_images/813784534609076224/mFGn09G-_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000100612679/59648725f93c0ef8cb8fb67064be3ea3.jpeg,http://pbs.twimg.com/profile_background_images/378800000100612679/59648725f93c0ef8cb8fb67064be3ea3.jpeg,28800,â¥ï¸â¥ï¸â¥ï¸ â Life is a beautiful mess âï¸ Stay focused and extra sparkly â¨â¨â¨ â¥ï¸â¥ï¸â¥ï¸,genuine
4637,killa karla,imkarlaloro,6982,247,515,3725,0,032 PH,TRUE,http://pbs.twimg.com/profile_images/699955127491305472/AGg-dDWB_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,Glory is all His // juggy jones lablab,genuine
4638,Raine,imlorraineperez,25868,2316,115,10836,4,PH,FALSE,http://pbs.twimg.com/profile_images/799918324737941505/_JGyC0Wq_normal.jpg,https://pbs.twimg.com/profile_background_images/454200953390907393/OcxbFdu6.jpeg,http://pbs.twimg.com/profile_background_images/454200953390907393/OcxbFdu6.jpeg,-28800,"Life is fragile, handle with prayer.",genuine
4641,Caroline,imtherealcb,14063,672,667,7565,13,west coast,FALSE,http://pbs.twimg.com/profile_images/106631187/IMG_0322_normal.jpg,https://pbs.twimg.com/profile_background_images/142428397/xe27e616c1d2a9101afda97c06f7fc2b.png,http://pbs.twimg.com/profile_background_images/142428397/xe27e616c1d2a9101afda97c06f7fc2b.png,-18000,west coast flexitarian. music publicist lady. searching for the space elevator.,genuine
4642,indiagosolar.in,indiagosolar,2329,1053,2162,77,37,New Delhi,FALSE,http://pbs.twimg.com/profile_images/780383142175608832/MC-_co7W_normal.jpg,https://abs.twimg.com/images/themes/theme4/bg.gif,http://abs.twimg.com/images/themes/theme4/bg.gif,-25200,"Founded by IIT,IIMâs alumni & experienced professional of MNCs, igs is Indiaâs 1st e info#commerce solar mkt place9015447899 â support@indiagosolar.in",genuine
4644,L.A.DODGERSFREDDY,inked1572,11484,532,536,13284,7,earth ,FALSE,http://pbs.twimg.com/profile_images/847275233186689025/t0uw8Xnz_normal.jpg,https://pbs.twimg.com/profile_background_images/533208147/dodger-stadium-pic.jpg,http://pbs.twimg.com/profile_background_images/533208147/dodger-stadium-pic.jpg,-25200,"Its gonna hurt work though it!
Dodgers Lakers Cowboys Kings Boxing and God",genuine
4648,qaaâ¨,intansyafiqal,24026,426,159,2470,2,UTP jan14 // Malaysia ,FALSE,http://pbs.twimg.com/profile_images/844532126389190656/UrYX-Hu8_normal.jpg,https://pbs.twimg.com/profile_background_images/553438659437793280/s-s92lEJ.jpeg,http://pbs.twimg.com/profile_background_images/553438659437793280/s-s92lEJ.jpeg,28800,not beauty but i have brain,genuine
4651,Irish Cailin Rua,irishcailinrua,1398,230,390,155,3,Madrid,FALSE,http://pbs.twimg.com/profile_images/422773995298361345/a8bpF5AZ_normal.jpeg,https://pbs.twimg.com/profile_background_images/378800000000940561/cea3c70db629ed2519120d2c2245eb7a.png,http://pbs.twimg.com/profile_background_images/378800000000940561/cea3c70db629ed2519120d2c2245eb7a.png,3600,"A little lady with some big plans! I want to be an anchor, just like Veronica Corningstone!",genuine
4654,ðislandlife,islandlatina,4282,805,425,6321,11, Hawaii,FALSE,http://pbs.twimg.com/profile_images/847651968084344834/Lia_ZS5w_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-36000,"808 island girl, ps4 gamer, twitch streamer https://t.co/fz6CcDxDGi",genuine
4655,Amanda ð¤,ismellbeisbol,26196,462,589,1721,7,"Dallas, TX",FALSE,http://pbs.twimg.com/profile_images/844041423993425922/BOuBqKWY_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000025070731/7f1f989e0ea91840082c2a1575d38fa1.jpeg,http://pbs.twimg.com/profile_background_images/378800000025070731/7f1f989e0ea91840082c2a1575d38fa1.jpeg,-18000,ð²ð½-ðºð¸. My â¤ is ð©ð´|RiP Jose Fernandez #16|,genuine
4657,â¹,imChristineG,12182,1684,1756,7348,4,MNL,FALSE,http://pbs.twimg.com/profile_images/852551401246924801/OqQm8xEI_normal.jpg,https://pbs.twimg.com/profile_background_images/658653579192827906/SOTVwfC7.jpg,http://pbs.twimg.com/profile_background_images/658653579192827906/SOTVwfC7.jpg,28800,weak n fragile,genuine
4658,Arindam,itsarin3,9532,128,271,143,4,"Kolkata,India",FALSE,http://pbs.twimg.com/profile_images/820425169546059777/8jyfpEaO_normal.jpg,https://pbs.twimg.com/profile_background_images/453838761244114944/1Ua1uOhl.jpeg,http://pbs.twimg.com/profile_background_images/453838761244114944/1Ua1uOhl.jpeg,19800,Lost in the Multitude | Existential Struggler | Finding a way through | #ChelseaFc | #ForeverBlue | #Instagram @itsarin3 |,genuine
4660,Caitlyn Payne,itscaitlynemily,2491,305,588,8857,5,"Orange, CA",FALSE,http://pbs.twimg.com/profile_images/702008642409631744/Kz2k5-Ua_normal.jpg,https://abs.twimg.com/images/themes/theme4/bg.gif,http://abs.twimg.com/images/themes/theme4/bg.gif,-25200,Bay Area Grown. Chapman U. Alpha Gam. Disney. SoundCheck (#icca16 finalists). Theatre Kid. insta: caitlyn_emily,genuine
4662,Elisha Zorzi,itsjustme_ez,2199,441,637,1333,0,"Hayden, ID",TRUE,http://pbs.twimg.com/profile_images/593905576259682304/QBjdXCRu_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,Just a girl with huge dreams trying to make them all come true Add me on Snapchat elishaz123 Or insta @itsjustme_ez,genuine
